<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>
SSB,20210720,37.0000,39.3000,35.0000,39.0500,1740500
SSB,20210721,39.0500,39.2000,38.2000,39.0000,1753900
SSB,20210722,38.9000,41.0000,38.2000,41.0000,2105800
SSB,20210723,30.3831,30.3831,29.0587,29.2534,1460500
SSB,20210726,29.1755,29.1755,27.6564,28.3575,1212300
SSB,20210727,28.3965,28.9808,27.2668,28.9808,1412500
SSB,20210728,28.8250,28.9418,28.0459,28.7860,1308300
SSB,20210729,28.7471,28.8639,28.0459,28.8250,1488300
SSB,20210730,28.7860,28.9808,28.0459,28.5133,2351600
SSB,20210802,28.0459,28.5133,27.2668,28.3575,1895300
SSB,20210803,28.2017,28.5523,27.8901,28.5523,1485000
SSB,20210804,28.5133,28.8250,28.3965,28.8250,1721500
SSB,20210805,28.7860,29.2534,27.8901,29.0197,3360800
SSB,20210806,29.0587,29.1755,28.4354,28.9418,1449500
SSB,20210809,28.6691,29.0587,28.3965,29.0587,1542500
SSB,20210810,29.0587,29.1755,28.4744,28.7860,2671900
SSB,20210811,28.2796,28.7860,27.6564,28.6302,2420300
SSB,20210812,28.5912,28.5912,27.6564,28.5133,1854300
SSB,20210813,28.4354,28.4354,27.6564,28.3575,2626900
SSB,20210816,28.2796,28.5133,27.6564,28.5133,3049600
SSB,20210817,28.5133,29.2145,28.4354,28.6691,2520300
SSB,20210818,28.2407,28.5912,28.0459,28.2407,2351100
SSB,20210819,28.2017,28.2017,27.7343,27.9680,2059500
SSB,20210820,27.9680,27.9680,26.9552,27.8901,1814400
SSB,20210823,27.7343,27.8122,27.2279,27.5006,2285100
SSB,20210824,27.4227,27.7343,27.0721,27.7343,2167200
SSB,20210825,27.8122,28.0069,27.4227,27.8122,2703100
SSB,20210826,27.7343,27.8511,27.3058,27.5395,3278000
SSB,20210827,27.5006,27.5395,26.6436,27.5395,3167600
SSB,20210830,27.5785,28.0459,27.4227,28.0459,3405800
SSB,20210831,28.0459,28.1238,27.7732,28.0459,3009500
SSB,20210901,28.0459,28.1238,27.3448,27.9680,3849700
SSB,20210906,27.5006,28.0069,27.3448,27.9680,3044100
SSB,20210907,27.7732,28.0459,27.3837,28.0459,3851000
SSB,20210908,28.0069,28.0069,27.6174,27.7343,3643400
SSB,20210909,27.6953,28.0459,27.5785,28.0459,3575700
SSB,20210910,28.0459,28.0849,27.7732,28.0459,2791000
SSB,20210913,27.8901,28.0459,27.3837,27.7343,3340200
SSB,20210914,27.7343,27.8901,27.6174,27.7343,2019100
SSB,20210915,27.7343,27.8511,27.6174,27.8511,1987900
SSB,20210916,27.8901,28.0069,27.4616,27.8511,3057900
SSB,20210917,27.8511,28.0069,27.7343,28.0069,2986100
SSB,20210920,27.9680,28.1238,27.9290,28.0459,2191000
SSB,20210921,27.7343,27.8901,27.6564,27.8122,1626800
SSB,20210922,27.8511,27.8901,27.3837,27.8122,1903900
SSB,20210923,27.8511,27.8901,27.6174,27.8901,1994400
SSB,20210924,28.0069,28.0459,27.8511,28.0459,1789800
SSB,20210927,28.0459,28.1238,27.3058,27.8511,2507100
SSB,20210928,27.7343,27.9290,27.6174,27.9290,2044000
SSB,20210929,27.9290,27.9290,27.6953,27.9290,2031800
SSB,20210930,27.8901,28.0069,27.4227,27.9290,2694100
SSB,20211001,27.9290,27.9680,27.6174,27.9290,2032900
SSB,20211004,27.9290,27.9680,27.6174,27.9290,2061000
SSB,20211005,27.8901,28.0069,27.5395,28.0069,1861700
SSB,20211006,28.0459,28.2017,27.6174,28.2017,2015100
SSB,20211007,28.2407,29.2924,27.8122,29.2924,2020700
SSB,20211008,29.3313,29.9935,29.2924,29.6040,2065900
SSB,20211011,29.6430,29.9546,29.2924,29.6040,1822000
SSB,20211012,29.6430,29.6430,29.3703,29.6040,2103300
SSB,20211013,29.7818,30.9368,29.2043,30.5655,2697700
SSB,20211014,30.5243,30.8130,30.3180,30.6893,3228100
SSB,20211015,30.6893,30.8955,30.6480,30.8543,3568300
SSB,20211018,30.8543,30.9780,30.1118,30.6893,2989000
SSB,20211019,30.7305,30.7305,30.1943,30.6893,1764900
SSB,20211020,30.5243,30.6893,30.3593,30.6893,1891100
SSB,20211021,30.6480,30.7718,29.9468,30.5243,3226000
SSB,20211022,30.5655,30.5655,30.1530,30.2355,2160900
SSB,20211025,30.1943,30.2768,29.8643,30.1943,1899000
SSB,20211026,30.1118,30.1943,29.6580,30.0705,2027000
SSB,20211027,30.1118,30.1943,29.8230,30.1530,2164300
SSB,20211028,30.1943,31.1843,29.9880,31.1843,1701600
SSB,20211029,31.1430,31.1843,30.3593,30.6068,2120900
SSB,20211101,30.4418,30.7305,29.8643,30.6893,2037300
SSB,20211102,30.5243,30.7305,30.0293,30.6893,1937200
SSB,20211103,30.6893,31.6792,30.1530,31.5555,2188300
SSB,20211104,31.2668,31.5143,30.6480,31.0193,2295200
SSB,20211105,31.0193,31.0193,30.1118,31.0193,3310100
SSB,20211108,30.2768,31.2668,30.2768,31.0193,2111600
SSB,20211109,30.9780,31.0605,30.4005,31.0193,2362400
SSB,20211110,30.9368,31.0193,30.4005,30.7305,2213700
SSB,20211111,30.6893,30.6893,30.2768,30.4830,2022800
SSB,20211112,30.5655,30.6893,30.2768,30.6893,1978800
SSB,20211115,30.7305,30.8543,30.4418,30.5655,2160600
SSB,20211116,30.6068,30.7718,30.3593,30.4005,2192100
SSB,20211117,30.4418,30.4830,29.9055,30.4005,2100500
SSB,20211118,30.4005,30.4005,29.8643,29.9880,1284600
SSB,20211119,30.2355,30.2355,29.9055,30.1118,1794100
SSB,20211122,30.3180,31.3493,29.4106,30.4830,1270300
SSB,20211123,30.8955,30.8955,30.3180,30.4830,1007800
SSB,20211124,30.6480,32.5867,30.1943,32.5867,1789500
SSB,20211125,33.6180,33.9892,32.9992,33.8242,1190600
SSB,20211126,33.4117,33.7829,32.9992,33.6592,2039200
SSB,20211129,31.3493,33.2467,31.3493,32.7930,1952700
SSB,20211130,32.9167,32.9992,31.8442,32.6692,1579000
SSB,20211201,31.5143,32.7517,31.5143,32.7517,1788900
SSB,20211202,32.5867,32.6692,32.3805,32.6280,2243100
SSB,20211203,32.6280,32.7105,31.7617,31.7617,2103100
SSB,20211206,31.4318,31.7205,29.7405,31.3493,1723500
SSB,20211207,31.7617,32.5042,31.3493,31.8442,1701600
SSB,20211208,31.9267,32.5867,31.3493,32.5867,1703400
SSB,20211209,32.5867,32.6692,32.1742,32.6692,1905600
SSB,20211210,32.7517,32.7517,32.5042,32.6692,1709200
SSB,20211213,32.7517,32.9167,31.7617,32.7930,2039600
SSB,20211214,32.7517,32.7517,32.4217,32.7105,1789100
SSB,20211215,32.7517,32.7930,32.2980,32.7930,2063400
SSB,20211216,32.7105,32.7105,32.2567,32.7105,1833700
SSB,20211217,32.6692,32.7105,31.8855,32.4630,2246000
SSB,20211220,32.5455,32.5867,32.0917,32.3805,1916000
SSB,20211221,32.3392,32.4217,32.0505,32.4217,1791900
SSB,20211222,32.3805,32.3805,31.9680,32.2155,2109400
SSB,20211223,32.2155,32.2155,30.9368,31.8855,4132900
SSB,20211224,31.8442,34.1129,31.5555,34.0304,3663200
SSB,20211227,34.2367,36.2991,34.0717,36.2991,3680800
SSB,20211228,36.5466,37.0416,35.4742,36.2579,2819000
SSB,20211229,36.2579,37.1241,35.0617,37.1241,2471900
SSB,20211230,37.2891,37.2891,36.2991,37.1654,2310800
SSB,20211231,37.0416,37.8666,36.9591,37.6191,2256900
SSB,20220104,37.7429,37.8666,37.0829,37.6191,2208100
SSB,20220105,37.4954,37.6191,36.5054,37.1241,1891900
SSB,20220106,36.3404,36.4641,35.1442,36.2579,2666600
SSB,20220107,36.1341,36.1341,34.4842,35.0204,2220900
SSB,20220110,34.8967,34.8967,33.0817,33.6180,2225900
SSB,20220111,32.9992,33.3705,32.2155,32.2155,1542500
SSB,20220112,32.1742,33.8242,31.1843,33.8242,2239500
SSB,20220113,34.6492,34.8142,33.6180,34.3192,2293800
SSB,20220114,34.2779,34.4017,33.6592,34.4017,2199400
SSB,20220117,35.3037,35.3037,34.1062,34.2393,1009400
SSB,20220118,34.0619,34.4610,32.4209,33.9288,2322000
SSB,20220119,33.7958,34.1062,33.2636,33.9288,1897600
SSB,20220120,33.9732,34.8159,33.4853,34.8159,1889700
SSB,20220121,34.8159,34.8159,33.3966,34.8159,2819000
SSB,20220124,34.7272,34.9046,34.4167,34.7715,2014100
SSB,20220125,34.7272,35.4368,34.4167,35.4368,1851700
SSB,20220126,35.4368,35.7472,34.2393,35.1263,2597300
SSB,20220127,34.9489,34.9489,33.9732,34.5941,1868000
SSB,20220128,34.5497,34.8602,33.7958,34.8602,2306100
SSB,20220207,34.8159,34.9046,34.3280,34.8602,1491800
SSB,20220208,34.7272,34.8159,33.2636,33.8845,2174600
SSB,20220209,33.8845,34.6384,33.1305,34.0619,2316500
SSB,20220210,34.1506,34.2393,33.3523,34.2393,1873800
SSB,20220211,34.1506,34.1506,33.5740,33.9288,1682400
SSB,20220214,33.7071,33.8401,32.4652,32.4652,2070900
SSB,20220215,32.2878,33.3523,31.4895,32.9974,1684900
SSB,20220216,33.1749,33.2636,32.5539,32.6426,1671200
SSB,20220217,32.8644,33.1749,32.1991,32.1991,1749400
SSB,20220218,32.1991,32.2435,31.1347,32.1104,1850900
SSB,20220221,32.0661,32.2435,31.7113,32.1991,1578100
SSB,20220222,32.0661,32.1104,31.4895,31.9330,1514200
SSB,20220223,32.2435,32.3322,31.1347,32.3322,2470400
SSB,20220224,32.2878,32.2878,31.2677,32.1104,1656700
SSB,20220225,32.0217,32.1991,31.8887,32.1991,1951000
SSB,20220228,32.1991,32.1991,31.0460,31.4008,1641500
SSB,20220301,31.5338,32.8644,30.7355,32.7313,2363400
SSB,20220302,32.8200,33.5297,31.9330,33.5297,2107700
SSB,20220303,33.1305,33.5740,32.4652,33.5740,1945800
SSB,20220304,33.3966,33.7071,32.8200,33.7071,2497600
SSB,20220307,33.7071,33.7514,32.9087,33.5297,1787200
SSB,20220308,33.3966,33.5297,33.0418,33.4410,1994100
SSB,20220309,33.3523,33.4410,32.6426,33.2636,1967100
SSB,20220310,33.3079,33.5297,32.8644,33.2636,1989600
SSB,20220311,33.1305,33.2636,32.8200,33.2636,1640800
SSB,20220314,33.2192,33.2192,32.7757,33.1749,1666100
SSB,20220315,33.0418,33.2636,32.8644,33.2636,1705300
SSB,20220316,33.2636,33.4853,32.9087,33.4410,1772000
SSB,20220317,33.4410,33.5297,32.9087,33.5297,1772500
SSB,20220318,33.5740,33.5740,33.3079,33.5740,1525400
SSB,20220321,33.4853,33.6627,32.9087,33.5740,1812000
SSB,20220322,33.4853,34.0619,33.0861,33.9732,1925700
SSB,20220323,33.6184,33.9732,33.5297,33.8845,1668100
SSB,20220324,33.6627,33.8401,33.1305,33.7958,1654500
SSB,20220325,33.7514,33.9288,33.2192,33.7958,1818000
SSB,20220328,33.7514,33.7514,32.9087,33.3966,1901000
SSB,20220329,33.3966,33.3966,32.3765,32.3765,2414800
SSB,20220330,32.3765,34.1062,32.2878,33.7514,2563300
SSB,20220331,33.6627,33.9288,33.3079,33.7514,2733800
SSB,20220401,33.5740,34.1506,33.3079,34.1506,2517400
SSB,20220404,34.1506,34.2393,33.7071,34.1949,2622900
SSB,20220405,34.1506,34.1506,33.7514,34.1062,2567700
SSB,20220406,34.0175,34.1062,33.7514,34.1062,1962800
SSB,20220407,34.1062,34.1062,33.6627,33.8401,2743100
SSB,20220408,33.7071,33.7514,32.7313,33.5297,2561800
SSB,20220412,33.4853,33.7071,32.4652,33.7071,2092500
SSB,20220413,33.5740,33.7514,33.4410,33.7514,2628300
SSB,20220414,33.7071,34.0175,33.1749,33.8401,2506600
SSB,20220415,33.7958,33.7958,33.4853,33.7071,2232600
SSB,20220418,33.7071,33.7071,32.8200,33.4853,2373900
SSB,20220419,33.4410,33.5297,33.2636,33.3966,1568100
SSB,20220420,33.3966,33.6184,33.1305,33.4853,2131300
SSB,20220421,33.4410,33.7071,33.3079,33.6627,2152900
SSB,20220422,33.7071,33.9288,33.3523,33.4853,1989300
SSB,20220425,33.4853,33.4853,31.4895,31.4895,1888400
SSB,20220426,31.5782,32.3765,30.6468,32.3322,1919900
SSB,20220427,32.3322,32.8644,32.0217,32.8644,1921900
SSB,20220428,32.9087,33.1305,32.6426,33.0418,2046700
SSB,20220429,33.0418,33.0861,32.1104,32.5983,2122200
SSB,20220504,32.6426,32.6426,31.8887,32.1548,1708500
SSB,20220505,32.1991,32.2878,31.7113,32.1104,1742000
SSB,20220506,31.0903,31.4895,30.6912,31.3121,1626000
SSB,20220509,31.0460,31.1347,30.1146,30.6025,1360900
SSB,20220510,30.4251,31.9330,29.7154,31.9330,1349500
SSB,20220511,31.8887,31.9330,31.0460,31.9330,1794600
SSB,20220512,31.8443,31.8443,30.8686,31.0460,1866600
SSB,20220513,31.0460,31.3121,29.7154,30.7355,1654600
SSB,20220516,31.0016,31.0016,30.2477,30.8686,2204100
SSB,20220517,30.7355,31.0460,30.3364,30.8686,1976300
SSB,20220518,30.9573,31.0460,30.6025,30.8686,2171000
SSB,20220519,30.7355,30.8242,30.2033,30.6912,1538900
SSB,20220520,30.7355,31.0016,30.5581,30.9129,2006500
SSB,20220523,30.9573,31.0460,30.4694,30.6025,1869800
SSB,20220524,30.7799,30.7799,30.1590,30.2033,1786300
SSB,20220525,30.3364,30.3364,29.5380,30.2033,2089500
SSB,20220526,30.2477,30.3807,29.8041,30.3807,1940100
SSB,20220527,30.3364,30.6912,29.9815,30.6912,2077400
SSB,20220530,30.5138,30.6912,30.2033,30.4251,2614200
SSB,20220531,30.2033,30.2920,29.8485,29.9815,2217400
SSB,20220601,29.9815,30.0703,29.7154,29.7154,2002500
SSB,20220602,29.7598,30.0259,29.4050,29.9815,2672500
SSB,20220603,29.9815,30.0703,29.7598,29.9815,1673400
SSB,20220606,30.1146,30.1146,29.7154,29.9372,1898500
SSB,20220607,29.8485,29.8485,28.9615,29.6267,2023400
SSB,20220608,29.9372,30.0259,29.6267,29.9815,2242300
SSB,20220609,30.1146,30.1146,27.9857,29.6711,1794200
SSB,20220610,29.6267,29.6711,29.2719,29.3606,1665400
SSB,20220613,29.1389,29.1389,28.0301,28.0301,1947600
SSB,20220614,27.8083,29.2719,27.0987,29.2719,2891900
SSB,20220615,29.1832,30.1590,28.0744,30.1590,2526900
SSB,20220616,28.9000,30.0500,28.4500,30.0500,1954400
SSB,20220617,29.8500,30.0000,29.0000,30.0000,2014700
SSB,20220620,29.9500,30.0000,29.0000,30.0000,2035800
SSB,20220621,29.9500,29.9500,29.1000,29.9500,2046300
SSB,20220622,29.9500,30.9000,29.2000,30.7500,2720500
SSB,20220623,30.7500,30.9000,30.5000,30.9000,1676800
SSB,20220624,30.9000,31.2000,30.1500,31.2000,2067000
SSB,20220627,31.0500,31.4500,30.9000,31.3500,1279900
SSB,20220628,31.4000,31.8500,31.2000,31.4500,1781900
SSB,20220629,31.3500,31.9500,31.0000,31.6000,1722400
SSB,20220630,31.7000,31.8000,31.5000,31.6000,1468000
SSB,20220701,31.7000,31.7000,31.4500,31.6500,1715200
SSB,20220704,31.7500,31.7500,31.3000,31.6500,1343700
SSB,20220705,31.7500,31.7500,31.4000,31.7000,1657200
SSB,20220706,31.6500,31.7000,31.1000,31.4000,1767700
SSB,20220707,31.1000,31.4500,30.8000,31.3000,1181600
SSB,20220708,31.3500,31.7000,30.9500,31.7000,1904600
SSB,20220711,31.7500,31.7500,31.3500,31.7000,1343500
SSB,20220712,31.6000,32.0000,31.5500,32.0000,1266400
SSB,20220713,32.0000,32.0000,31.6000,31.6500,1864500
SSB,20220714,31.5500,31.6000,31.2500,31.5000,1230600
SSB,20220715,31.5500,31.7500,31.4000,31.4500,1603500
SSB,20220718,31.5000,31.8000,31.2500,31.8000,1612000
SSB,20220719,31.8000,31.8500,31.5000,31.8500,1323800
SSB,20220720,31.8000,32.0000,31.7500,32.0000,1788100
SSB,20220721,31.9500,32.0000,31.7000,32.0000,1554200
SSB,20220722,31.9500,32.1000,31.7000,31.9500,1660400
SSB,20220725,31.8500,31.9000,31.5500,31.6500,1526400
SSB,20220726,31.5000,31.7500,31.3500,31.7500,1373400
SSB,20220727,31.7000,31.7500,31.5500,31.7500,1729800
SSB,20220728,30.6000,31.8000,30.1000,31.8000,2160800
SSB,20220729,31.8000,31.8500,31.4500,31.8500,1515200
SSB,20220801,31.7500,31.9500,31.5000,31.9500,1958600
SSB,20220802,31.7500,31.8500,31.4500,31.8500,1878200
SSB,20220803,31.7000,31.8000,31.5000,31.8000,1661500
SSB,20220804,31.7500,31.8000,31.5500,31.7500,1997000
SSB,20220805,31.7000,31.7500,31.4500,31.5500,1809400
SSB,20220808,31.6000,31.6500,31.4500,31.4500,1852500
SSB,20220809,31.4500,31.5000,31.1000,31.2500,1950700
SSB,20220810,31.2500,31.2500,30.9000,31.1000,1839100
SSB,20220811,31.2500,31.5000,30.9500,31.5000,2102500
SSB,20220812,31.3500,31.4500,31.1500,31.3500,1773500
SSB,20220815,31.5000,31.5000,31.2500,31.5000,1710000
SSB,20220816,31.4500,31.4500,31.2000,31.4500,1678300
SSB,20220817,31.3500,31.5000,31.3000,31.5000,1849200
SSB,20220818,31.5000,31.5000,31.2000,31.3500,2069300
SSB,20220819,31.3500,31.3500,31.1500,31.2500,1679800
SSB,20220822,31.3000,32.5000,31.1500,32.5000,2008500
SSB,20220823,32.5000,32.5000,32.1000,32.5000,1854400
SSB,20220824,32.5000,32.5000,32.3500,32.4000,1735300
SSB,20220825,32.3000,32.4000,31.8000,32.4000,1450200
SSB,20220826,32.3500,32.4000,32.0000,32.4000,1774000
SSB,20220829,32.2000,32.2000,31.7000,32.2000,1543700
SSB,20220830,32.1500,32.3000,31.5000,32.3000,1097700
SSB,20220831,31.5000,32.2500,31.0000,32.2500,2146600
SSB,20220905,32.1000,32.1000,31.5000,32.0000,1158600
SSB,20220906,31.9500,32.0500,31.8000,32.0000,1543100
SSB,20220907,31.9500,32.0000,31.6000,32.0000,1611500
SSB,20220908,32.0000,32.0000,31.6500,31.9500,1273500
SSB,20220909,31.9500,31.9500,31.6500,31.9000,1419400
SSB,20220912,31.9000,31.9000,31.5000,31.5000,1265500
SSB,20220913,31.5500,31.5500,31.2000,31.5000,1291300
SSB,20220914,31.4500,31.4500,31.1000,31.4000,1346700
SSB,20220915,31.4000,31.5000,31.1500,31.4500,1449800
SSB,20220916,31.4000,31.5000,31.2500,31.5000,1389700
SSB,20220919,31.5000,31.5000,31.2000,31.4000,1444100
SSB,20220920,31.1000,31.5500,31.1000,31.5000,1179700
SSB,20220921,31.5000,31.5000,31.3500,31.4000,1119800
SSB,20220922,31.4000,31.4000,30.9500,31.3000,1304600
SSB,20220923,31.0500,31.2000,30.8500,31.1000,1115600
SSB,20220926,30.1000,31.0000,30.1000,30.5000,1075900
SSB,20220927,30.2500,30.5500,30.2500,30.5500,1316300
SSB,20220928,30.6000,30.6000,30.2000,30.5500,1300000
SSB,20220929,30.5500,30.6500,30.4000,30.5500,1160100
SSB,20220930,30.4500,30.6000,30.2500,30.6000,1152000
SSB,20221003,30.6000,30.6000,29.7000,29.7000,1122900
SSB,20221004,30.5500,30.5500,29.5000,29.5000,1157100
SSB,20221005,29.5000,30.0000,29.5000,30.0000,1161400
SSB,20221006,30.0500,30.2000,29.4000,29.8000,1104500
SSB,20221007,29.8000,29.8500,28.9000,29.3500,1052500
SSB,20221010,29.3500,29.4000,28.9000,29.0500,924400
SSB,20221011,28.9500,29.0500,27.8000,27.9000,777800
SSB,20221012,27.9000,29.8500,27.8000,29.6500,1376900
SSB,20221013,29.9500,29.9500,29.2000,29.6000,1112000
SSB,20221014,29.9000,29.9000,29.3500,29.6500,1147800
SSB,20221017,29.8500,29.8500,28.9500,29.5000,1146500
SSB,20221018,29.7500,29.8000,29.2500,29.5000,1103000
SSB,20221019,29.5000,29.6500,29.2500,29.5000,986200
SSB,20221020,29.5000,29.5000,29.2500,29.5000,965600
SSB,20221021,29.3000,29.5000,28.3000,28.8000,1030000
SSB,20221024,29.0500,29.0500,27.8500,28.5000,855600
SSB,20221025,28.8500,29.0000,28.1000,29.0000,998100
SSB,20221026,29.0500,29.4500,28.8000,29.0000,752800
SSB,20221027,28.8500,31.0000,28.1500,31.0000,1261500
SSB,20221028,31.0000,31.0000,30.3500,30.9500,1230400
SSB,20221031,31.0000,31.0000,30.6500,30.9500,979200
SSB,20221101,30.8500,31.0000,30.8000,31.0000,1047300
SSB,20221102,30.9500,31.0000,30.6500,30.9500,1005100
SSB,20221103,30.9000,30.9500,30.4500,30.4500,1032000
SSB,20221104,30.4500,30.5500,30.2500,30.3000,1042500
SSB,20221107,30.3500,30.4500,30.0000,30.0000,1088200
SSB,20221108,30.0000,30.9000,29.7000,30.1000,1043400
SSB,20221109,30.2000,30.6000,30.0000,30.1000,1005000
SSB,20221110,30.1000,30.1000,29.1000,29.1000,1187500
SSB,20221111,29.1500,30.0500,29.1500,30.0500,1206700
SSB,20221114,30.0000,30.0000,29.1500,29.7500,1124900
